Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Park Facility Name,Park Borough,School Name,School Number,School Region,School Code,School Phone Number,School Address,School City,School State,School Zip,School Not Found,School or Citywide Complaint,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Garage Lot Name,Ferry Direction,Ferry Terminal Name,Latitude,Longitude,Location
29269909,11/11/14 17:21,11/11/14 22:07,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10021,,,,,YORK AVENUE,EAST   76 STREET,INTERSECTION,NEW YORK,,Precinct,Closed,11/12/14 1:21,The Police Department responded and upon arrival those responsible for the condition were gone.,11/11/14 22:07,08 MANHATTAN,MANHATTAN,997585,219608,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.76943955,-73.95185782,"(40.76943954754253, -73.9518578159899)"
29272431,11/12/14 8:32,11/12/14 9:38,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10038,,,,,GOLD STREET,ANN STREET,INTERSECTION,NEW YORK,,Precinct,Closed,11/12/14 16:32,The Police Department responded to the complaint and took action to fix the condition.,11/12/14 9:38,01 MANHATTAN,MANHATTAN,982823,197739,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.70942452,-74.00514713,"(40.70942451596539, -74.00514713465104)"
29274107,11/12/14 18:57,11/12/14 20:23,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10029,,,,,EAST   97 STREET,2 AVENUE,INTERSECTION,NEW YORK,,Precinct,Closed,11/13/14 2:57,The Police Department reviewed your complaint and provided additional information below.,11/12/14 20:23,11 MANHATTAN,MANHATTAN,999041,225257,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.78494225,-73.94658891,"(40.78494224578962, -73.94658891280613)"
29274274,11/12/14 16:19,11/12/14 18:23,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10031,WEST 148 STREET,WEST 148 STREET,CONVENT AVENUE,AMSTERDAM AVENUE,,,BLOCKFACE,NEW YORK,,Precinct,Closed,11/13/14 0:19,The Police Department reviewed your complaint and provided additional information below.,11/12/14 18:23,09 MANHATTAN,MANHATTAN,999330,240530,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.82686192,-73.94551101,"(40.826861923530075, -73.94551101220092)"
29276141,11/12/14 15:33,11/12/14 17:18,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10016,242 EAST 38 STREET,EAST 38 STREET,QUEENS MIDTOWN TUNNEL EXIT,2 AVENUE,,,ADDRESS,NEW YORK,,Precinct,Closed,11/12/14 23:33,The Police Department responded to the complaint and determined that police action was not necessary.,11/12/14 17:18,06 MANHATTAN,MANHATTAN,991191,211674,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.74767008,-73.9749497,"(40.747670080234, -73.97494970422903)"
29277796,11/13/14 16:36,11/13/14 16:48,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10016,,,,,EAST   39 STREET,3 AVENUE,INTERSECTION,NEW YORK,,Precinct,Closed,11/14/14 0:36,The Police Department responded to the complaint and determined that police action was not necessary.,11/13/14 16:48,06 MANHATTAN,MANHATTAN,990944,212117,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.74888619,-73.97584069,"(40.74888619413523, -73.97584069430354)"
29279928,11/13/14 15:20,11/13/14 15:45,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10016,,,,,3 AVENUE,EAST   35 STREET,INTERSECTION,NEW YORK,,Precinct,Closed,11/13/14 23:20,The Police Department responded to the complaint and determined that police action was not necessary.,11/13/14 15:45,06 MANHATTAN,MANHATTAN,990447,211208,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.74639158,-73.97763525,"(40.746391579995645, -73.97763525380114)"
29279988,11/13/14 15:43,11/13/14 16:38,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10019,WEST 54 STREET,WEST 54 STREET,5 AVENUE,6 AVENUE,,,BLOCKFACE,NEW YORK,,Precinct,Closed,11/13/14 23:43,The Police Department responded to the complaint and took action to fix the condition.,11/13/14 16:38,05 MANHATTAN,MANHATTAN,990624,216791,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.76171537,-73.97699117,"(40.761715370959514, -73.97699117488972)"
29282129,11/13/14 11:02,11/13/14 11:51,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10011,,,,,WEST    4 STREET,AVENUE OF THE AMERICAS,INTERSECTION,NEW YORK,,Precinct,Closed,11/13/14 19:02,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,11/13/14 11:51,02 MANHATTAN,MANHATTAN,983985,205857,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.73170658,-74.00095616,"(40.731706579763554, -74.00095616452742)"
29282184,11/13/14 11:11,11/13/14 12:24,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10021,,,,,MADISON AVENUE,EAST   72 STREET,INTERSECTION,NEW YORK,,Precinct,Closed,11/13/14 19:11,Your request can not be processed at this time because of insufficient contact information. Please create a new Service Request on NYC.gov and provide more detailed contact information.,11/13/14 12:24,08 MANHATTAN,MANHATTAN,993824,220460,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.77178294,-73.96543461,"(40.771782938614756, -73.9654346098734)"
29283084,11/13/14 12:34,11/13/14 17:54,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10036,,,,,WEST   42 STREET,6 AVENUE,INTERSECTION,NEW YORK,,Precinct,Closed,11/13/14 20:34,The Police Department responded to the complaint and determined that police action was not necessary.,11/13/14 17:54,05 MANHATTAN,MANHATTAN,988650,214286,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.75484099,-73.98411855,"(40.75484098916205, -73.98411854690194)"
29282963,11/13/14 16:43,11/13/14 22:14,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10031,,,,,WEST  146 STREET,AMSTERDAM AVENUE,INTERSECTION,NEW YORK,,Precinct,Closed,11/14/14 0:43,The Police Department responded to the complaint and determined that police action was not necessary.,11/13/14 22:14,09 MANHATTAN,MANHATTAN,998886,240181,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.82590477,-73.94711609,"(40.825904765003955, -73.94711609080082)"
29287254,11/14/14 10:46,11/14/14 11:39,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10028,,,,,EAST   85 STREET,1 AVENUE,INTERSECTION,NEW YORK,,Precinct,Closed,11/14/14 18:46,The Police Department responded to the complaint and took action to fix the condition.,11/14/14 11:39,08 MANHATTAN,MANHATTAN,998134,222070,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.77619625,-73.94987072,"(40.77619624736444, -73.9498707232056)"
29288246,11/15/14 1:53,11/15/14 2:07,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10012,,,,,BOWERY,BROOME STREET,INTERSECTION,NEW YORK,,Precinct,Closed,11/15/14 9:53,The Police Department responded to the complaint and determined that police action was not necessary.,11/15/14 2:07,02 MANHATTAN,MANHATTAN,985809,201417,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.71951973,-73.99437589,"(40.71951972514974, -73.99437589461934)"
29290324,11/14/14 11:14,11/14/14 12:35,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10001,,,,,WEST   26 STREET,6 AVENUE,INTERSECTION,NEW YORK,,Precinct,Closed,11/14/14 19:14,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,11/14/14 12:35,05 MANHATTAN,MANHATTAN,986628,210628,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.74480148,-73.99141809,"(40.74480147695398, -73.99141808994322)"
29291236,11/14/14 14:30,11/14/14 15:54,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10028,,,,,EAST   84 STREET,EAST END AVENUE,INTERSECTION,NEW YORK,,Precinct,Closed,11/14/14 22:30,The Police Department responded and upon arrival those responsible for the condition were gone.,11/14/14 15:54,08 MANHATTAN,MANHATTAN,999282,221133,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.77362255,-73.94572788,"(40.773622550968376, -73.94572787575835)"
29291390,11/14/14 15:11,11/14/14 16:22,NYPD,New York City Police Department,Traffic,Chronic Stoplight Violation,Street/Sidewalk,10011,425 WEST 24 STREET,WEST 24 STREET,9 AVENUE,10 AVENUE,,,ADDRESS,NEW YORK,,Precinct,Closed,11/14/14 23:11,The Police Department responded to the complaint and determined that police action was not necessary.,11/14/14 16:22,04 MANHATTAN,MANHATTAN,983764,211626,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.74754104,-74.00175399,"(40.74754104300797, -74.00175398645709)"
29292369,11/14/14 11:40,11/14/14 13:15,NYPD,New York City Police Department,Traffic,Truck Route Violation,Street/Sidewalk,10023,,,,,WEST   75 STREET,AMSTERDAM AVENUE,INTERSECTION,NEW YORK,,Precinct,Closed,11/14/14 19:40,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,11/14/14 13:15,07 MANHATTAN,MANHATTAN,989731,223657,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.78056135,-73.98020912,"(40.780561348235594, -73.98020912090448)"
29293324,11/14/14 14:12,11/14/14 18:30,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10020,6 AVENUE,6 AVENUE,WEST 48 STREET,WEST 49 STREET,,,BLOCKFACE,NEW YORK,,Precinct,Closed,11/14/14 22:12,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,11/14/14 18:30,05 MANHATTAN,MANHATTAN,989482,215786,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.75895765,-73.98111434,"(40.758957653312, -73.9811143413156)"
29295220,11/15/14 10:49,11/15/14 12:09,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10065,,,,,YORK AVENUE,EAST   62 STREET,INTERSECTION,NEW YORK,,Precinct,Closed,11/15/14 18:49,The Police Department responded to the complaint and took action to fix the condition.,11/15/14 12:09,08 MANHATTAN,MANHATTAN,995788,216363,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.76053539,-73.95835094,"(40.76053538987055, -73.95835093693296)"
29295270,11/15/14 13:25,11/15/14 13:32,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10065,,,,,EAST   61 STREET,YORK AVENUE,INTERSECTION,NEW YORK,,Precinct,Closed,11/15/14 21:25,The Police Department responded to the complaint and took action to fix the condition.,11/15/14 13:32,08 MANHATTAN,MANHATTAN,995661,216136,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.7599125,-73.95880976,"(40.75991249796519, -73.95880975786145)"
29296045,11/15/14 13:25,11/15/14 13:34,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10065,,,,,EAST   61 STREET,YORK AVENUE,INTERSECTION,NEW YORK,,Precinct,Closed,11/15/14 21:25,The Police Department responded to the complaint and took action to fix the condition.,11/15/14 13:34,08 MANHATTAN,MANHATTAN,995661,216136,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.7599125,-73.95880976,"(40.75991249796519, -73.95880975786145)"
29296110,11/15/14 10:50,11/15/14 13:05,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10016,,,,,EAST   38 STREET,2 AVENUE,INTERSECTION,NEW YORK,,Precinct,Closed,11/15/14 18:50,The Police Department responded to the complaint and took action to fix the condition.,11/15/14 13:05,06 MANHATTAN,MANHATTAN,991442,211538,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.74729659,-73.97404398,"(40.747296593854514, -73.97404398251848)"
29296135,11/15/14 14:22,11/15/14 16:27,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10036,,,,,WEST   47 STREET,7 AVENUE,INTERSECTION,NEW YORK,,Precinct,Closed,11/15/14 22:22,This complaint does not fall under the Police Department's jurisdiction.,11/15/14 16:27,05 MANHATTAN,MANHATTAN,988511,215874,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.75919971,-73.98461925,"(40.7591997120635, -73.98461925002192)"
29296858,11/15/14 14:01,11/15/14 14:16,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10065,YORK AVENUE,YORK AVENUE,EAST 61 STREET,EAST 62 STREET,,,BLOCKFACE,NEW YORK,,Precinct,Closed,11/15/14 22:01,The Police Department responded to the complaint and took action to fix the condition.,11/15/14 14:16,08 MANHATTAN,MANHATTAN,995723,216250,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.76022532,-73.95858576,"(40.760225318471655, -73.95858576218527)"
29297702,11/15/14 11:58,11/15/14 12:08,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10022,,,,,EAST   60 STREET,YORK AVENUE,INTERSECTION,NEW YORK,,Precinct,Closed,11/15/14 19:58,The Police Department responded to the complaint and took action to fix the condition.,11/15/14 12:08,08 MANHATTAN,MANHATTAN,995535,215907,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.75928411,-73.95926496,"(40.75928411341196, -73.95926496390386)"
29297879,11/15/14 13:17,11/15/14 13:32,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10065,,,,,YORK AVENUE,EAST   62 STREET,INTERSECTION,NEW YORK,,Precinct,Closed,11/15/14 21:17,The Police Department responded to the complaint and took action to fix the condition.,11/15/14 13:32,08 MANHATTAN,MANHATTAN,995788,216363,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.76053539,-73.95835094,"(40.76053538987055, -73.95835093693296)"
29300447,11/15/14 16:29,11/15/14 21:42,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10065,2 AVENUE,2 AVENUE,EAST 64 STREET,EAST 65 STREET,,,BLOCKFACE,NEW YORK,,Precinct,Closed,11/16/14 0:29,The Police Department responded and upon arrival those responsible for the condition were gone.,11/15/14 21:42,08 MANHATTAN,MANHATTAN,994822,217643,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.76404987,-73.96183592,"(40.76404986816402, -73.9618359224871)"
29300473,11/15/14 9:34,11/15/14 12:09,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Highway,10021,,,,,,,,NEW YORK,,Precinct,Closed,11/15/14 17:34,The Police Department responded to the complaint and took action to fix the condition.,11/15/14 12:09,08 MANHATTAN,MANHATTAN,998647,219721,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,FDR Dr,Northbound/Uptown,Roadway,East 61st St / East 63rd St (Exit 12) - East 96th St (Exit 14),,,,40.76974804,-73.94802353,"(40.76974803729949, -73.94802352909336)"
29300546,11/15/14 12:44,11/15/14 13:34,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10065,,,,,YORK AVENUE,EAST   61 STREET,INTERSECTION,NEW YORK,,Precinct,Closed,11/15/14 20:44,The Police Department responded to the complaint and took action to fix the condition.,11/15/14 13:34,08 MANHATTAN,MANHATTAN,995661,216136,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.7599125,-73.95880976,"(40.75991249796519, -73.95880975786145)"
29308648,11/17/14 18:54,11/17/14 19:48,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10036,6 AVENUE,6 AVENUE,WEST 43 STREET,WEST 44 STREET,,,BLOCKFACE,NEW YORK,,Precinct,Closed,11/18/14 2:54,The Police Department responded to the complaint and took action to fix the condition.,11/17/14 19:48,05 MANHATTAN,MANHATTAN,988850,214645,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.75582625,-73.98339642,"(40.75582625101616, -73.9833964170786)"
29309760,11/17/14 13:41,11/17/14 19:11,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10011,,,,,WEST   22 STREET,7 AVENUE,INTERSECTION,NEW YORK,,Precinct,Closed,11/17/14 21:41,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,11/17/14 19:11,04 MANHATTAN,MANHATTAN,985323,210128,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.74342936,-73.99612775,"(40.74342935659419, -73.99612775448603)"
29310741,11/17/14 8:17,11/17/14 9:45,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10016,,,,,EAST   38 STREET,2 AVENUE,INTERSECTION,NEW YORK,,Precinct,Closed,11/17/14 16:17,The Police Department responded to the complaint and determined that police action was not necessary.,11/17/14 9:45,06 MANHATTAN,MANHATTAN,991442,211538,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.74729659,-73.97404398,"(40.747296593854514, -73.97404398251848)"
